Domain Name,Domain Type,Agency,Organization Name,City,State,Security Contact Email,modification,Suborganization Name,commit_datetime,commit_date
bioethics.gov,Federal - Executive,Department of Health and Human Services,"President's Council on Bioethics, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
bioethics.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"President's Council on Bioethics, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
birthcontrol.gov,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
birthcontrol.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of the Assistant Secretary for Health, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
brain.gov,Federal - Executive,Department of Health and Human Services,National Institute of Neurological Disorders and Stroke,Bethesda,MD,NINDSISSO@ninds.nih.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
brain.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,NINDSISSO@ninds.nih.gov,changed_new,National Institute of Neurological Disorders and Stroke,2026-01-10 06:12:23+00:00,1768025543
cancer.gov,Federal - Executive,Department of Health and Human Services,"National Cancer Institute, NIH",Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
cancer.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_new,"National Cancer Institute, NIH",2026-01-10 06:12:23+00:00,1768025543
cdc.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
cdc.gov,Federal - Executive,,Department of Health and Human Services,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_new,Centers for Disease Control and Prevention,2026-01-10 06:12:23+00:00,1768025543
cdcpartners.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
cdcpartners.gov,Federal - Executive,,Department of Health and Human Services,Atlanta,GA,responsibledisclosure@hhs.gov,changed_new,Centers for Disease Control and Prevention,2026-01-10 06:12:23+00:00,1768025543
childcare.gov,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
childcare.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Administration for Children and Families,2026-01-10 06:12:23+00:00,1768025543
childwelfare.gov,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
childwelfare.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Administration for Children and Families,2026-01-10 06:12:23+00:00,1768025543
clinicaltrial.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
clinicaltrial.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Library of Medicine, NIH",2026-01-10 06:12:23+00:00,1768025543
clinicaltrials.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
clinicaltrials.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Library of Medicine, NIH",2026-01-10 06:12:23+00:00,1768025543
cms.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
cms.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_new,Centers for Medicare and Medicaid Services,2026-01-10 06:12:23+00:00,1768025543
collegedrinkingprevention.gov,Federal - Executive,Department of Health and Human Services,"National Institute on Alcohol Abuse and Alcoholism, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
collegedrinkingprevention.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Institute on Alcohol Abuse and Alcoholism, NIH",2026-01-10 06:12:23+00:00,1768025543
cuidadodesalud.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
cuidadodesalud.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_new,Centers for Medicare and Medicaid Services,2026-01-10 06:12:23+00:00,1768025543
dhhs.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
dhhs.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Office of the Secretary,2026-01-10 06:12:23+00:00,1768025543
diabetescommittee.gov,Federal - Executive,Department of Health and Human Services,"National Institutes of Diabetes and Digestive and Kidney Diseases, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
diabetescommittee.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Institutes of Diabetes and Digestive and Kidney Diseases, NIH",2026-01-10 06:12:23+00:00,1768025543
docline.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
docline.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Library of Medicine, NIH",2026-01-10 06:12:23+00:00,1768025543
donaciondeorganos.gov,Federal - Executive,Department of Health and Human Services,Health Resources and Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
donaciondeorganos.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,responsibledisclosure@hhs.gov,changed_new,Health Resources and Services Administration,2026-01-10 06:12:23+00:00,1768025543
drugabuse.gov,Federal - Executive,Department of Health and Human Services,"National Institute on Drug Abuse, NIH",Baltimore,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
drugabuse.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,responsibledisclosure@hhs.gov,changed_new,"National Institute on Drug Abuse, NIH",2026-01-10 06:12:23+00:00,1768025543
eldercare.gov,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
eldercare.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Administration for Community Living,2026-01-10 06:12:23+00:00,1768025543
encuentraapoyo.gov,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
encuentraapoyo.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,(blank),changed_new,Substance Abuse and Mental Health Services Administration,2026-01-10 06:12:23+00:00,1768025543
everytrycounts.gov,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
everytrycounts.gov,Federal - Executive,,Department of Health and Human Services,Silver Spring,MD,responsibledisclosure@hhs.gov,changed_new,U. S. Food and Drug Administration,2026-01-10 06:12:23+00:00,1768025543
familyplanning.gov,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
familyplanning.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of the Assistant Secretary for Health, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
fatherhood.gov,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fatherhood.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Administration for Children and Families,2026-01-10 06:12:23+00:00,1768025543
fda.gov,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fda.gov,Federal - Executive,,Department of Health and Human Services,Silver Spring,MD,responsibledisclosure@hhs.gov,changed_new,U. S. Food and Drug Administration,2026-01-10 06:12:23+00:00,1768025543
findsupport.gov,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,olexiy.karakcheyev@samhsa.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
findsupport.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,olexiy.karakcheyev@samhsa.hhs.gov,changed_new,Substance Abuse and Mental Health Services Administration,2026-01-10 06:12:23+00:00,1768025543
findtreatment.gov,Federal - Executive,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
findtreatment.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,responsibledisclosure@hhs.gov,changed_new,Substance Abuse and Mental Health Services Administration,2026-01-10 06:12:23+00:00,1768025543
fitness.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fitness.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Office of the Secretary,2026-01-10 06:12:23+00:00,1768025543
flu.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
flu.gov,Federal - Executive,,Department of Health and Human Services,Atlanta,GA,responsibledisclosure@hhs.gov,changed_new,Centers for Disease Control and Prevention,2026-01-10 06:12:23+00:00,1768025543
foodsafety.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
foodsafety.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Office of the Secretary,2026-01-10 06:12:23+00:00,1768025543
freshempire.gov,Federal - Executive,Department of Health and Human Services,U. S. Food and Drug Administration,Silver Spring,MD,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
freshempire.gov,Federal - Executive,,Department of Health and Human Services,Silver Spring,MD,ResponsibleDisclosure@hhs.gov,changed_new,U. S. Food and Drug Administration,2026-01-10 06:12:23+00:00,1768025543
fruitsandveggiesmatter.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
fruitsandveggiesmatter.gov,Federal - Executive,,Department of Health and Human Services,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_new,Centers for Disease Control and Prevention,2026-01-10 06:12:23+00:00,1768025543
genome.gov,Federal - Executive,Department of Health and Human Services,National Institutes of Health,Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
genome.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,National Institutes of Health,2026-01-10 06:12:23+00:00,1768025543
girlshealth.gov,Federal - Executive,Department of Health and Human Services,"Office of Public Health and Science, Office on Women's Health",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
girlshealth.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of Public Health and Science, Office on Women's Health",2026-01-10 06:12:23+00:00,1768025543
globalhealth.gov,Federal - Executive,Department of Health and Human Services,"Office of Global Affairs, Office of the Secretary",Rockville,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
globalhealth.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,responsibledisclosure@hhs.gov,changed_new,"Office of Global Affairs, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
gmta.gov,Federal - Executive,Department of Health and Human Services,"Office of Grants, Division of Workforce Development",Washington DC,DC,todd.kaywood@usda.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
gmta.gov,Federal - Executive,,Department of Health and Human Services,Washington DC,DC,todd.kaywood@usda.gov,changed_new,"Office of Grants, Division of Workforce Development",2026-01-10 06:12:23+00:00,1768025543
grants.gov,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Financial Resources, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
grants.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Assistant Secretary for Financial Resources, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
grantsolutions.gov,Federal - Executive,Department of Health and Human Services,Administration for Children and Families,Washington,DC,domainabuse@grantsolutions.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
grantsolutions.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,domainabuse@grantsolutions.gov,changed_new,Administration for Children and Families,2026-01-10 06:12:23+00:00,1768025543
guideline.gov,Federal - Executive,Department of Health and Human Services,Agency for Healthcare Research and Quality,Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
guideline.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_new,Agency for Healthcare Research and Quality,2026-01-10 06:12:23+00:00,1768025543
guidelines.gov,Federal - Executive,Department of Health and Human Services,Agency for Healthcare Research and Quality,Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
guidelines.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_new,Agency for Healthcare Research and Quality,2026-01-10 06:12:23+00:00,1768025543
hc.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
hc.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_new,Centers for Medicare and Medicaid Services,2026-01-10 06:12:23+00:00,1768025543
headstart.gov,Federal - Executive,Department of Health and Human Services,The Administration for Children and Families (ACF),Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
headstart.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,(blank),changed_new,The Administration for Children and Families (ACF),2026-01-10 06:12:23+00:00,1768025543
healthcare.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
healthcare.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_new,Centers for Medicare and Medicaid Services,2026-01-10 06:12:23+00:00,1768025543
healthdata.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
healthdata.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Office of the Secretary,2026-01-10 06:12:23+00:00,1768025543
healthfinder.gov,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
healthfinder.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of Disease Prevention and Health Promotion, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
health.gov,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
health.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of Disease Prevention and Health Promotion, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
healthindicators.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
healthindicators.gov,Federal - Executive,,Department of Health and Human Services,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_new,Centers for Disease Control and Prevention,2026-01-10 06:12:23+00:00,1768025543
healthit.gov,Federal - Executive,Department of Health and Human Services,"Office of the National Coordinator, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
healthit.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of the National Coordinator, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
healthypeople.gov,Federal - Executive,Department of Health and Human Services,"Office of Disease Prevention and Health Promotion, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
healthypeople.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of Disease Prevention and Health Promotion, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
hearttruth.gov,Federal - Executive,Department of Health and Human Services,"National Heart, Lung & Blood Institute, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
hearttruth.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Heart, Lung & Blood Institute, NIH",2026-01-10 06:12:23+00:00,1768025543
hhs.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
hhs.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Office of the Secretary,2026-01-10 06:12:23+00:00,1768025543
hhsoig.gov,Federal - Executive,Department of Health and Human Services,Office of the Inspector General,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
hhsoig.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,,2026-01-10 06:12:23+00:00,1768025543
hhsops.gov,Federal - Executive,Department of Health and Human Services,"Program Support Center, Office of the Secretary",Rockville,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
hhsops.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,responsibledisclosure@hhs.gov,changed_new,"Program Support Center, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
hiv.gov,Federal - Executive,Department of Health and Human Services,"Office of the Assistant Secretary for Health, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
hiv.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Office of the Assistant Secretary for Health, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
hrsa.gov,Federal - Executive,Department of Health and Human Services,Health Resources and Services Administration,Rockville,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
hrsa.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,responsibledisclosure@hhs.gov,changed_new,Health Resources and Services Administration,2026-01-10 06:12:23+00:00,1768025543
idealab.gov,Federal - Executive,Department of Health and Human Services,Office of the Secretary,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
idealab.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Office of the Secretary,2026-01-10 06:12:23+00:00,1768025543
ihs.gov,Federal - Executive,Department of Health and Human Services,Indian Health Service / Office of IT,Albuquerque,NM,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ihs.gov,Federal - Executive,,Department of Health and Human Services,Albuquerque,NM,responsibledisclosure@hhs.gov,changed_new,Indian Health Service / Office of IT,2026-01-10 06:12:23+00:00,1768025543
insurekidsnow.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
insurekidsnow.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_new,Centers for Medicare and Medicaid Services,2026-01-10 06:12:23+00:00,1768025543
longtermcare.gov,Federal - Executive,Department of Health and Human Services,Administration for Community Living,Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
longtermcare.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,Administration for Community Living,2026-01-10 06:12:23+00:00,1768025543
lowerdrugcosts.gov,Federal - Executive,Department of Health and Human Services,Office of Assistant Secretary of Public Affairs,Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
lowerdrugcosts.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,(blank),changed_new,Office of Assistant Secretary of Public Affairs,2026-01-10 06:12:23+00:00,1768025543
medicaid.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
medicaid.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_new,Centers for Medicare and Medicaid Services,2026-01-10 06:12:23+00:00,1768025543
medicalcountermeasures.gov,Federal - Executive,Department of Health and Human Services,"Assistant Secretary for Preparedness and Response, Office of the Secretary",Washington,DC,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
medicalcountermeasures.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,responsibledisclosure@hhs.gov,changed_new,"Assistant Secretary for Preparedness and Response, Office of the Secretary",2026-01-10 06:12:23+00:00,1768025543
medicamentosbajoprecio.gov,Federal - Executive,Department of Health and Human Services,Office of the Assistant Secretary for Public Affairs (ASPA),Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
medicamentosbajoprecio.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,(blank),changed_new,Office of the Assistant Secretary for Public Affairs (ASPA),2026-01-10 06:12:23+00:00,1768025543
medicare.gov,Federal - Executive,Department of Health and Human Services,Centers for Medicare and Medicaid Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
medicare.gov,Federal - Executive,,Department of Health and Human Services,Baltimore,MD,WETG_Security@cms.hhs.gov,changed_new,Centers for Medicare and Medicaid Services,2026-01-10 06:12:23+00:00,1768025543
medlineplus.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
medlineplus.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Library of Medicine, NIH",2026-01-10 06:12:23+00:00,1768025543
menopause.gov,Federal - Executive,Department of Health and Human Services,Office of the Assistant Secretary for Public Affairs (ASPA),Washington,DC,(blank),changed_old,,2026-01-10 06:12:23+00:00,1768025543
menopause.gov,Federal - Executive,,Department of Health and Human Services,Washington,DC,(blank),changed_new,Office of the Assistant Secretary for Public Affairs (ASPA),2026-01-10 06:12:23+00:00,1768025543
mentalhealth.gov,Federal - Executive,Department of Health and Human Services,SAMHSA Office of Communications,Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
mentalhealth.gov,Federal - Executive,,Department of Health and Human Services,Rockville,MD,ResponsibleDisclosure@hhs.gov,changed_new,SAMHSA Office of Communications,2026-01-10 06:12:23+00:00,1768025543
mesh.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
mesh.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Library of Medicine, NIH",2026-01-10 06:12:23+00:00,1768025543
ncifcrf.gov,Federal - Executive,Department of Health and Human Services,"Enterprise Information Technology, NIH",Frederick,MD,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
ncifcrf.gov,Federal - Executive,,Department of Health and Human Services,Frederick,MD,ResponsibleDisclosure@hhs.gov,changed_new,"Enterprise Information Technology, NIH",2026-01-10 06:12:23+00:00,1768025543
nextlegends.gov,Federal - Executive,Department of Health and Human Services,"FDA, Center for Tobacco Products",Silver Spring,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
nextlegends.gov,Federal - Executive,,Department of Health and Human Services,Silver Spring,MD,responsibledisclosure@hhs.gov,changed_new,"FDA, Center for Tobacco Products",2026-01-10 06:12:23+00:00,1768025543
nih.gov,Federal - Executive,Department of Health and Human Services,National Institutes of Health,Bethesda,MD,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
nih.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,ResponsibleDisclosure@hhs.gov,changed_new,National Institutes of Health,2026-01-10 06:12:23+00:00,1768025543
niosh.gov,Federal - Executive,Department of Health and Human Services,Centers for Disease Control and Prevention,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
niosh.gov,Federal - Executive,,Department of Health and Human Services,Atlanta,GA,ResponsibleDisclosure@hhs.gov,changed_new,Centers for Disease Control and Prevention,2026-01-10 06:12:23+00:00,1768025543
nlm.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
nlm.gov,Federal - Executive,,Department of Health and Human Services,Bethesda,MD,responsibledisclosure@hhs.gov,changed_new,"National Library of Medicine, NIH",2026-01-10 06:12:23+00:00,1768025543
nnlm.gov,Federal - Executive,Department of Health and Human Services,"National Library of Medicine, NIH",Bethesda,MD,responsibledisclosure@hhs.gov,changed_old,,2026-01-10 06:12:23+00:00,1768025543
