Domain Name,Domain Type,Agency,Organization,City,State,Security Contact Email,modification,Organization Name,commit_datetime,commit_date
mtmc.gov,Federal - Executive,Department of Defense,Department of Defense,Alexandria,VA,(blank),changed_old,,2024-01-30 22:46:26+00:00,1706654786
mtmc.gov,Federal - Executive,Department of Defense,,Alexandria,VA,(blank),changed_new,Department of Defense,2024-01-30 22:46:26+00:00,1706654786
mypay.gov,Federal - Executive,Department of Defense,Defense Finance and Accounting Service,Indianapolis,IN,(blank),changed_old,,2024-01-30 22:46:26+00:00,1706654786
mypay.gov,Federal - Executive,Department of Defense,,Indianapolis,IN,(blank),changed_new,Defense Finance and Accounting Service,2024-01-30 22:46:26+00:00,1706654786
nationalresourcedirectory.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank),changed_old,,2024-01-30 22:46:26+00:00,1706654786
nationalresourcedirectory.gov,Federal - Executive,Department of Defense,,Arlington,VA,(blank),changed_new,Office of Warrior Care Policy,2024-01-30 22:46:26+00:00,1706654786
nbib.gov,Federal - Executive,Department of Defense,Defense Counterintelligence and Security Agency,Washington,DC,kevin.crews@opm.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nbib.gov,Federal - Executive,Department of Defense,,Washington,DC,kevin.crews@opm.gov,changed_new,Defense Counterintelligence and Security Agency,2024-01-30 22:46:26+00:00,1706654786
nrd.gov,Federal - Executive,Department of Defense,Office of Warrior Care Policy,Arlington,VA,(blank),changed_old,,2024-01-30 22:46:26+00:00,1706654786
nrd.gov,Federal - Executive,Department of Defense,,Arlington,VA,(blank),changed_new,Office of Warrior Care Policy,2024-01-30 22:46:26+00:00,1706654786
nro.gov,Federal - Executive,Department of Defense,NRO,Chantilly,VA,bakersir@nro.mil,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nro.gov,Federal - Executive,Department of Defense,,Chantilly,VA,bakersir@nro.mil,changed_new,NRO,2024-01-30 22:46:26+00:00,1706654786
nsa.gov,Federal - Executive,Department of Defense,National Security Agency,Fort Meade,MD,ea_dns@nsa.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nsa.gov,Federal - Executive,Department of Defense,,Fort Meade,MD,ea_dns@nsa.gov,changed_new,National Security Agency,2024-01-30 22:46:26+00:00,1706654786
nsep.gov,Federal - Executive,Department of Defense,National Security Education Program (NSEP) at DLNSEO,Alexandria,VA,nsep@nsep.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nsep.gov,Federal - Executive,Department of Defense,,Alexandria,VA,nsep@nsep.gov,changed_new,National Security Education Program (NSEP) at DLNSEO,2024-01-30 22:46:26+00:00,1706654786
oea.gov,Federal - Executive,Department of Defense,Office of Economic Adjustment,Arlington,VA,james.v.evans29.civ@mail.mil,changed_old,,2024-01-30 22:46:26+00:00,1706654786
oea.gov,Federal - Executive,Department of Defense,,Arlington,VA,james.v.evans29.civ@mail.mil,changed_new,Office of Economic Adjustment,2024-01-30 22:46:26+00:00,1706654786
oldcc.gov,Federal - Executive,Department of Defense,Office of Local Defense Community Cooperation,Arlington,VA,oea.ncr.OEA.mbx.oea-it-security@mail.mil,changed_old,,2024-01-30 22:46:26+00:00,1706654786
oldcc.gov,Federal - Executive,Department of Defense,,Arlington,VA,oea.ncr.OEA.mbx.oea-it-security@mail.mil,changed_new,Office of Local Defense Community Cooperation,2024-01-30 22:46:26+00:00,1706654786
oneaftac.gov,Federal - Executive,Department of Defense,Air Force Technical Applications Center,Patrick SFB,FL,dco@aftac.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
oneaftac.gov,Federal - Executive,Department of Defense,,Patrick SFB,FL,dco@aftac.gov,changed_new,Air Force Technical Applications Center,2024-01-30 22:46:26+00:00,1706654786
tak.gov,Federal - Executive,Department of Defense,TAK Product Center,Fort Belvoir,VA,security@tak.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
tak.gov,Federal - Executive,Department of Defense,,Fort Belvoir,VA,security@tak.gov,changed_new,TAK Product Center,2024-01-30 22:46:26+00:00,1706654786
tswg.gov,Federal - Executive,Department of Defense,Irregular Warfare Technical Support Directorate,Alexandria,VA,webmanager@iwtsd.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
tswg.gov,Federal - Executive,Department of Defense,,Alexandria,VA,webmanager@iwtsd.gov,changed_new,Irregular Warfare Technical Support Directorate,2024-01-30 22:46:26+00:00,1706654786
usandc.gov,Federal - Executive,Department of Defense,AFTAC/LSCSS,Patrick AFB,FL,dco@aftac.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
usandc.gov,Federal - Executive,Department of Defense,,Patrick AFB,FL,dco@aftac.gov,changed_new,AFTAC/LSCSS,2024-01-30 22:46:26+00:00,1706654786
budgetlob.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
budgetlob.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Office of Chief Information Officer,2024-01-30 22:46:26+00:00,1706654786
childstats.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
childstats.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Office of Chief Information Officer,2024-01-30 22:46:26+00:00,1706654786
collegenavigator.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
collegenavigator.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Office of Chief Information Officer,2024-01-30 22:46:26+00:00,1706654786
ed.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
ed.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Office of Chief Information Officer,2024-01-30 22:46:26+00:00,1706654786
fafsa.gov,Federal - Executive,Department of Education,Department of Education,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
fafsa.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Department of Education,2024-01-30 22:46:26+00:00,1706654786
g5.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
g5.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Office of Chief Information Officer,2024-01-30 22:46:26+00:00,1706654786
nagb.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nagb.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Office of Chief Information Officer,2024-01-30 22:46:26+00:00,1706654786
nationsreportcard.gov,Federal - Executive,Department of Education,Office of Chief Information Officer,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nationsreportcard.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Office of Chief Information Officer,2024-01-30 22:46:26+00:00,1706654786
studentaid.gov,Federal - Executive,Department of Education,Department of Education,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
studentaid.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Department of Education,2024-01-30 22:46:26+00:00,1706654786
studentloans.gov,Federal - Executive,Department of Education,Department of Education,Washington,DC,EDSOC@ed.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
studentloans.gov,Federal - Executive,Department of Education,,Washington,DC,EDSOC@ed.gov,changed_new,Department of Education,2024-01-30 22:46:26+00:00,1706654786
ameslab.gov,Federal - Executive,Department of Energy,Ames Laboratory,Ames,IA,cybersec@ameslab.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
ameslab.gov,Federal - Executive,Department of Energy,,Ames,IA,cybersec@ameslab.gov,changed_new,Ames Laboratory,2024-01-30 22:46:26+00:00,1706654786
anl.gov,Federal - Executive,Department of Energy,Argonne National Laboratory,Argonne,IL,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
anl.gov,Federal - Executive,Department of Energy,,Argonne,IL,CIRC@JC3.DOE.GOV,changed_new,Argonne National Laboratory,2024-01-30 22:46:26+00:00,1706654786
arm.gov,Federal - Executive,Department of Energy,Battelle Pacific Northwest National Laboratory,Richland,WA,security@arm.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
arm.gov,Federal - Executive,Department of Energy,,Richland,WA,security@arm.gov,changed_new,Battelle Pacific Northwest National Laboratory,2024-01-30 22:46:26+00:00,1706654786
biomassboard.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
biomassboard.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,Office of Energy Efficiency and Renewable Energy,2024-01-30 22:46:26+00:00,1706654786
bnl.gov,Federal - Executive,Department of Energy,Brookhaven National Laboratory,Upton,NY,security@bnl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
bnl.gov,Federal - Executive,Department of Energy,,Upton,NY,security@bnl.gov,changed_new,Brookhaven National Laboratory,2024-01-30 22:46:26+00:00,1706654786
bpa.gov,Federal - Executive,Department of Energy,Bonneville Power Administration,Portland,OR,security@bpa.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
bpa.gov,Federal - Executive,Department of Energy,,Portland,OR,security@bpa.gov,changed_new,Bonneville Power Administration,2024-01-30 22:46:26+00:00,1706654786
buildingamerica.gov,Federal - Executive,Department of Energy,Department of Energy,Golden,CO,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
buildingamerica.gov,Federal - Executive,Department of Energy,,Golden,CO,CIRC@JC3.DOE.GOV,changed_new,Department of Energy,2024-01-30 22:46:26+00:00,1706654786
casl.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
casl.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
cebaf.gov,Federal - Executive,Department of Energy,Thomas Jefferson National Accelerator Facility,Newport News,VA,security@jlab.org,changed_old,,2024-01-30 22:46:26+00:00,1706654786
cebaf.gov,Federal - Executive,Department of Energy,,Newport News,VA,security@jlab.org,changed_new,Thomas Jefferson National Accelerator Facility,2024-01-30 22:46:26+00:00,1706654786
cendi.gov,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
cendi.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,CIRC@JC3.DOE.GOV,changed_new,OSTI,2024-01-30 22:46:26+00:00,1706654786
citap.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
citap.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,"US Department of Energy, Office of the CIO",2024-01-30 22:46:26+00:00,1706654786
doe.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
doe.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,"US Department of Energy, Office of the CIO",2024-01-30 22:46:26+00:00,1706654786
driveelectric.gov,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,circ@jc3.doe.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
driveelectric.gov,Federal - Executive,Department of Energy,,Golden,CO,circ@jc3.doe.gov,changed_new,National Renewable Energy Laboratory,2024-01-30 22:46:26+00:00,1706654786
eia.gov,Federal - Executive,Department of Energy,Energy Information Administration,Washington,DC,marc.cree@eia.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
eia.gov,Federal - Executive,Department of Energy,,Washington,DC,marc.cree@eia.gov,changed_new,Energy Information Administration,2024-01-30 22:46:26+00:00,1706654786
energycodes.gov,Federal - Executive,Department of Energy,Department of Energy Bulding Energy Codes Program,Richland,WA,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
energycodes.gov,Federal - Executive,Department of Energy,,Richland,WA,CIRC@JC3.DOE.GOV,changed_new,Department of Energy Bulding Energy Codes Program,2024-01-30 22:46:26+00:00,1706654786
energycommunities.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
energycommunities.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,"US Department of Energy, Office of the CIO",2024-01-30 22:46:26+00:00,1706654786
energy.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
energy.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,"US Department of Energy, Office of the CIO",2024-01-30 22:46:26+00:00,1706654786
energysaver.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
energysaver.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,Office of Energy Efficiency and Renewable Energy,2024-01-30 22:46:26+00:00,1706654786
energysavers.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
energysavers.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,Office of Energy Efficiency and Renewable Energy,2024-01-30 22:46:26+00:00,1706654786
fnal.gov,Federal - Executive,Department of Energy,Fermi National Accelerator Laboratory,Batavia,IL,cst@fnal.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
fnal.gov,Federal - Executive,Department of Energy,,Batavia,IL,cst@fnal.gov,changed_new,Fermi National Accelerator Laboratory,2024-01-30 22:46:26+00:00,1706654786
fueleconomy.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
fueleconomy.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
hanford.gov,Federal - Executive,Department of Energy,Hanford Mission Integration Solutions,Richland,WA,jason_r_dandridge@rl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
hanford.gov,Federal - Executive,Department of Energy,,Richland,WA,jason_r_dandridge@rl.gov,changed_new,Hanford Mission Integration Solutions,2024-01-30 22:46:26+00:00,1706654786
homeenergyscore.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
homeenergyscore.gov,Federal - Executive,Department of Energy,,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,changed_new,Office of Energy Efficiency and Renewable Energy,2024-01-30 22:46:26+00:00,1706654786
hydrogen.gov,Federal - Executive,Department of Energy,Research and Special Programs Administration / Volpe,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
hydrogen.gov,Federal - Executive,Department of Energy,,Washington,DC,DL-EEREActioNetWebTeam@ee.doe.gov,changed_new,Research and Special Programs Administration / Volpe,2024-01-30 22:46:26+00:00,1706654786
inel.gov,Federal - Executive,Department of Energy,Idaho National Laboratory,Idaho Falls,ID,whoisresponse@inl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
inel.gov,Federal - Executive,Department of Energy,,Idaho Falls,ID,whoisresponse@inl.gov,changed_new,Idaho National Laboratory,2024-01-30 22:46:26+00:00,1706654786
inl.gov,Federal - Executive,Department of Energy,Idaho National Laboratory,Idaho Falls,ID,whoisresponse@inl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
inl.gov,Federal - Executive,Department of Energy,,Idaho Falls,ID,whoisresponse@inl.gov,changed_new,Idaho National Laboratory,2024-01-30 22:46:26+00:00,1706654786
isotope.gov,Federal - Executive,Department of Energy,The National Isotope Development Center ,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
isotope.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,The National Isotope Development Center ,2024-01-30 22:46:26+00:00,1706654786
isotopes.gov,Federal - Executive,Department of Energy,The National Isotope Development Center ,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
isotopes.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,The National Isotope Development Center ,2024-01-30 22:46:26+00:00,1706654786
lanl.gov,Federal - Executive,Department of Energy,Los Alamos National Laboratory,Los Alamos,NM,csirt@lanl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
lanl.gov,Federal - Executive,Department of Energy,,Los Alamos,NM,csirt@lanl.gov,changed_new,Los Alamos National Laboratory,2024-01-30 22:46:26+00:00,1706654786
lbl.gov,Federal - Executive,Department of Energy,Lawrence Berkeley National Laboratory,Berkeley,CA,security@lbl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
lbl.gov,Federal - Executive,Department of Energy,,Berkeley,CA,security@lbl.gov,changed_new,Lawrence Berkeley National Laboratory,2024-01-30 22:46:26+00:00,1706654786
llnl.gov,Federal - Executive,Department of Energy,Lawrence Livermore National Laboratory,Livermore,CA,cybersecurity@llnl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
llnl.gov,Federal - Executive,Department of Energy,,Livermore,CA,cybersecurity@llnl.gov,changed_new,Lawrence Livermore National Laboratory,2024-01-30 22:46:26+00:00,1706654786
nccs.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nccs.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
ncrc.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
ncrc.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
nersc.gov,Federal - Executive,Department of Energy,National Energy Research Scientific Computing Center,Berkeley,CA,security@lbl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nersc.gov,Federal - Executive,Department of Energy,,Berkeley,CA,security@lbl.gov,changed_new,National Energy Research Scientific Computing Center,2024-01-30 22:46:26+00:00,1706654786
neup.gov,Federal - Executive,Department of Energy,Office of Nuclear Energy,Washington,DC,cyberops@Inl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
neup.gov,Federal - Executive,Department of Energy,,Washington,DC,cyberops@Inl.gov,changed_new,Office of Nuclear Energy,2024-01-30 22:46:26+00:00,1706654786
nnss.gov,Federal - Executive,Department of Energy,"National Nuclear Security Administration, National Security Technologies, LLC",N Las Vegas,NV,NetComm-1@nv.doe.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nnss.gov,Federal - Executive,Department of Energy,,N Las Vegas,NV,NetComm-1@nv.doe.gov,changed_new,"National Nuclear Security Administration, National Security Technologies, LLC",2024-01-30 22:46:26+00:00,1706654786
nrel.gov,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nrel.gov,Federal - Executive,Department of Energy,,Golden,CO,CIRC@JC3.DOE.GOV,changed_new,National Renewable Energy Laboratory,2024-01-30 22:46:26+00:00,1706654786
nrelhub.gov,Federal - Executive,Department of Energy,National Renewable Energy Laboratory,Golden,CO,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nrelhub.gov,Federal - Executive,Department of Energy,,Golden,CO,CIRC@JC3.DOE.GOV,changed_new,National Renewable Energy Laboratory,2024-01-30 22:46:26+00:00,1706654786
ntrc.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Knoxville,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
ntrc.gov,Federal - Executive,Department of Energy,,Knoxville,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
nuclear.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
nuclear.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,Department of Energy,2024-01-30 22:46:26+00:00,1706654786
orau.gov,Federal - Executive,Department of Energy,ORAU,Oak Ridge,TN,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
orau.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,CIRC@JC3.DOE.GOV,changed_new,ORAU,2024-01-30 22:46:26+00:00,1706654786
ornl.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
ornl.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
osti.gov,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,security@osti.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
osti.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@osti.gov,changed_new,OSTI,2024-01-30 22:46:26+00:00,1706654786
pcast.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
pcast.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,Department of Energy,2024-01-30 22:46:26+00:00,1706654786
pnl.gov,Federal - Executive,Department of Energy,Pacific Northwest National Laboratory,Richland,WA,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
pnl.gov,Federal - Executive,Department of Energy,,Richland,WA,CIRC@JC3.DOE.GOV,changed_new,Pacific Northwest National Laboratory,2024-01-30 22:46:26+00:00,1706654786
pnnl.gov,Federal - Executive,Department of Energy,Pacific Northwest National Laboratory,Richland,WA,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
pnnl.gov,Federal - Executive,Department of Energy,,Richland,WA,CIRC@JC3.DOE.GOV,changed_new,Pacific Northwest National Laboratory,2024-01-30 22:46:26+00:00,1706654786
pppl.gov,Federal - Executive,Department of Energy,Princeton Plasma Physics Lab,Princeton,NJ,security@pppl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
pppl.gov,Federal - Executive,Department of Energy,,Princeton,NJ,security@pppl.gov,changed_new,Princeton Plasma Physics Lab,2024-01-30 22:46:26+00:00,1706654786
pppo.gov,Federal - Executive,Department of Energy,Portsmouth/Paducah Project Office,Lexington,KY,csnotifications@pppo.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
pppo.gov,Federal - Executive,Department of Energy,,Lexington,KY,csnotifications@pppo.gov,changed_new,Portsmouth/Paducah Project Office,2024-01-30 22:46:26+00:00,1706654786
pr100.gov,Federal - Executive,Department of Energy,"US Department of Energy, Office of the CIO",Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
pr100.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,"US Department of Energy, Office of the CIO",2024-01-30 22:46:26+00:00,1706654786
rideelectric.gov,Federal - Executive,Department of Energy,Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
rideelectric.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,Department of Energy,2024-01-30 22:46:26+00:00,1706654786
rl.gov,Federal - Executive,Department of Energy,Hanford Mission Integration Solutions,Richland,WA,jason_r_dandridge@rl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
rl.gov,Federal - Executive,Department of Energy,,Richland,WA,jason_r_dandridge@rl.gov,changed_new,Hanford Mission Integration Solutions,2024-01-30 22:46:26+00:00,1706654786
safgrandchallenge.gov,Federal - Executive,Department of Energy,U.S. Department of Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
safgrandchallenge.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,U.S. Department of Energy,2024-01-30 22:46:26+00:00,1706654786
sandia.gov,Federal - Executive,Department of Energy,Sandia National Laboratories,Albuquerque,NM,abuse@sandia.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
sandia.gov,Federal - Executive,Department of Energy,,Albuquerque,NM,abuse@sandia.gov,changed_new,Sandia National Laboratories,2024-01-30 22:46:26+00:00,1706654786
scidac.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
scidac.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
science.gov,Federal - Executive,Department of Energy,OSTI,Oak Ridge,TN,security@osti.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
science.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@osti.gov,changed_new,OSTI,2024-01-30 22:46:26+00:00,1706654786
smartgrid.gov,Federal - Executive,Department of Energy,Office of Electricity Delivery and Energy Reliability,Washington,DC,aws.master@nrel.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
smartgrid.gov,Federal - Executive,Department of Energy,,Washington,DC,aws.master@nrel.gov,changed_new,Office of Electricity Delivery and Energy Reliability,2024-01-30 22:46:26+00:00,1706654786
sns.gov,Federal - Executive,Department of Energy,Oak Ridge National Laboratory,Oak Ridge,TN,security@ornl.gov,changed_old,,2024-01-30 22:46:26+00:00,1706654786
sns.gov,Federal - Executive,Department of Energy,,Oak Ridge,TN,security@ornl.gov,changed_new,Oak Ridge National Laboratory,2024-01-30 22:46:26+00:00,1706654786
solardecathlon.gov,Federal - Executive,Department of Energy,Office of Energy Efficiency and Renewable Energy,Washington,DC,CIRC@JC3.DOE.GOV,changed_old,,2024-01-30 22:46:26+00:00,1706654786
solardecathlon.gov,Federal - Executive,Department of Energy,,Washington,DC,CIRC@JC3.DOE.GOV,changed_new,Office of Energy Efficiency and Renewable Energy,2024-01-30 22:46:26+00:00,1706654786
